,FECHA,PRODUCTO,EMPAQUE,PAIS,CALIBRE,CANTIDAD,PRECIO CFR,EMPRESA,SEMANA,TIPO VENTA,MES,AÑO,MERCADO,Mercados 2,Mercados Carne,Mercados Entero,PRODUCTO EQUIVALENTE,PRODUCTO_EMPAQUE,ALFA,BETA,PRECIO EQUIV.,P*Q,ANTIGIO
0,2021-01-04 00:00:00,CARNE,GRANEL,Reino unido,C200-300,7870.0,2.9899999999999998,Camanchaca,1,,1,2021,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.9899999999999998,23531.3,2.9899999999999998
1,2021-01-05 00:00:00,ENTERO,RETAIL,United states,C20-35,15980.8,3.3075,Camanchaca,1,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
2,2021-01-05 00:00:00,ENTERO,RETAIL,United states,C20-35,15980.8,3.31,Camanchaca,1,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
3,2021-01-05 00:00:00,ENTERO,SIN SALSA,Japon,C50-70,15950.0,2.4,Camanchaca,1,,1,2021,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.4,38280.0,2.4
4,2021-01-05 00:00:00,ENTERO,RETAIL,United states,C20-35,15980.8,1.5,Camanchaca,1,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
5,2021-01-05 00:00:00,CARNE,GRANEL,Federacion rusa,C300-500,24000.0,2.949999999999997,Camanchaca,1,,1,2021,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.949999999999997,70799.99999999993,2.949999999999997
6,2021-01-06 00:00:00,ENTERO,RETAIL,United states,C20-35,30281.8,1.4838461538461538,Camanchaca,1,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
7,2021-01-06 00:00:00,ENTERO,RETAIL,United states,C20-35,30281.8,3.271880769230769,Camanchaca,1,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
8,2021-01-06 00:00:00,CARNE,GRANEL,Federacion rusa,C300-500,24000.0,2.9500000000000015,Camanchaca,1,,1,2021,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.9500000000000015,70800.00000000003,2.9500000000000015
9,2021-01-06 00:00:00,ENTERO,RETAIL,United states,C20-35,30281.8,3.27,Camanchaca,1,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
10,2021-01-07 00:00:00,ENTERO,SIN SALSA,Italia,C60-80,19200.0,1.9000000000000001,Camanchaca,1,,1,2021,Europa,Italia,Italia,Italia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.9000000000000001,36480.0,1.9000000000000001
11,2021-01-07 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,2.01,Camanchaca,1,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.01,37524.689999999995,2.01
12,2021-01-07 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,2.00655,Camanchaca,1,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.00655,37460.28195,2.00655
13,2021-01-07 00:00:00,ENTERO,SIN SALSA,Japon,C50-70,15945.0,2.4,Camanchaca,1,,1,2021,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.4,38268.0,2.4
14,2021-01-07 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,0.9099999999999999,Camanchaca,1,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9099999999999999,16988.789999999997,0.9099999999999999
15,2021-01-08 00:00:00,ENTERO,SIN SALSA,E.a.u.,C20-35,17978.4,2.3000000000000003,Camanchaca,1,,1,2021,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.3000000000000003,41350.32000000001,2.3000000000000003
16,2021-01-11 00:00:00,ENTERO,SIN SALSA,Hong kong,C18-27,13621.608,2.3,Camanchaca,2,,1,2021,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.3,31329.698399999997,2.3
17,2021-01-11 00:00:00,ENTERO,RETAIL,Japon,C20-35,15790.5,3.2199999999999998,Camanchaca,2,,1,2021,Asia,Asia,Asia,Asia,,ENTERORETAIL,,,,,
18,2021-01-11 00:00:00,ENTERO,SIN SALSA,Italia,C60-80,19200.0,1.9000000000000001,Camanchaca,2,,1,2021,Europa,Italia,Italia,Italia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.9000000000000001,36480.0,1.9000000000000001
19,2021-01-12 00:00:00,CARNE,RETAIL,Francia,C300-500,18060.0,3.45,Camanchaca,2,,1,2021,Europa,Francia,Francia,Francia,CARNE RETAIL,CARNERETAIL,0.0,0.0,3.45,62307.0,3.45
20,2021-01-12 00:00:00,ENTERO,RETAIL,United states,C20-35,17282.88,3.24135,Camanchaca,2,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
21,2021-01-12 00:00:00,ENTERO,RETAIL,United states,C20-35,17282.88,1.47,Camanchaca,2,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
22,2021-01-12 00:00:00,ENTERO,RETAIL,United states,C20-35,17282.88,3.24,Camanchaca,2,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
23,2021-01-13 00:00:00,ENTERO,SIN SALSA,United states,C20-35,36533.9,0.950909090909091,Camanchaca,2,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.950909090909091,34740.41763636364,0.950909090909091
24,2021-01-13 00:00:00,ENTERO,RETAIL,United states,C20-35,15980.8,1.5,Camanchaca,2,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
25,2021-01-13 00:00:00,ENTERO,SIN SALSA,United states,C20-35,36533.9,2.0967545454545458,Camanchaca,2,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0967545454545458,76602.62088818183,2.0967545454545458
26,2021-01-13 00:00:00,CARNE,GRANEL,Federacion rusa,C300-500,24000.0,2.949999999999999,Camanchaca,2,,1,2021,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.949999999999999,70799.99999999997,2.949999999999999
27,2021-01-13 00:00:00,ENTERO,SIN SALSA,United states,C20-35,36533.9,2.1,Camanchaca,2,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.1,76721.19,2.1
28,2021-01-13 00:00:00,ENTERO,RETAIL,United states,C20-35,15980.8,3.3075,Camanchaca,2,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
29,2021-01-13 00:00:00,ENTERO,RETAIL,United states,C20-35,15980.8,3.31,Camanchaca,2,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
30,2021-01-14 00:00:00,CARNE,GRANEL,Federacion rusa,C300-500,24000.0,2.949999999999996,Camanchaca,2,,1,2021,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.949999999999996,70799.99999999991,2.949999999999996
31,2021-01-15 00:00:00,ENTERO,RETAIL,United states,C20-35,15980.8,3.3075,Camanchaca,2,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
32,2021-01-15 00:00:00,ENTERO,SIN SALSA,United states,C20-35,4540.0,0.9500000000000001,Camanchaca,2,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9500000000000001,4313.0,0.9500000000000001
33,2021-01-15 00:00:00,ENTERO,RETAIL,United states,C20-35,15980.8,1.5,Camanchaca,2,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
34,2021-01-15 00:00:00,CARNE,RETAIL,United states,C200-300,9057.6,6.98985,Camanchaca,2,,1,2021,America,America,America,America,CARNE RETAIL,CARNERETAIL,0.0,0.0,6.98985,63311.26536,6.98985
35,2021-01-15 00:00:00,ENTERO,SIN SALSA,United states,C20-35,4540.0,2.0947500000000003,Camanchaca,2,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0947500000000003,9510.165,2.0947500000000003
36,2021-01-15 00:00:00,CARNE,RETAIL,United states,C200-300,9057.6,6.99,Camanchaca,2,,1,2021,America,America,America,America,CARNE RETAIL,CARNERETAIL,0.0,0.0,6.99,63312.624,6.99
37,2021-01-15 00:00:00,ENTERO,SIN SALSA,United states,C20-35,4540.0,2.09,Camanchaca,2,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.09,9488.599999999999,2.09
38,2021-01-15 00:00:00,ENTERO,RETAIL,United states,C20-35,15980.8,3.31,Camanchaca,2,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
39,2021-01-15 00:00:00,CARNE,RETAIL,United states,C200-300,9057.6,3.17,Camanchaca,2,,1,2021,America,America,America,America,CARNE RETAIL,CARNERETAIL,0.0,0.0,3.17,28712.592,3.17
40,2021-01-15 00:00:00,ENTERO,SIN SALSA,El salvador,C20-35,8165.0,2.5,Camanchaca,2,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.5,20412.5,2.5
41,2021-01-18 00:00:00,ENTERO,SIN SALSA,United states,C20-35,17978.208,2.1609000000000007,Camanchaca,3,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.1609000000000007,38849.10966720001,2.1609000000000007
42,2021-01-18 00:00:00,ENTERO,RETAIL,United states,C20-35,14301.0,3.24,Camanchaca,3,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
43,2021-01-18 00:00:00,ENTERO,SIN SALSA,United states,C20-35,17978.208,2.16,Camanchaca,3,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.16,38832.92928,2.16
44,2021-01-18 00:00:00,ENTERO,RETAIL,United states,C20-35,14301.0,1.47,Camanchaca,3,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
45,2021-01-18 00:00:00,ENTERO,RETAIL,United states,C20-35,14301.0,3.24135,Camanchaca,3,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
46,2021-01-18 00:00:00,ENTERO,SIN SALSA,United states,C20-35,17978.208,0.9800000000000002,Camanchaca,3,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9800000000000002,17618.64384,0.9800000000000002
47,2021-01-19 00:00:00,CARNE,RETAIL,Francia,C300-500,21125.0,3.25,Camanchaca,3,,1,2021,Europa,Francia,Francia,Francia,CARNE RETAIL,CARNERETAIL,0.0,0.0,3.25,68656.25,3.25
48,2021-01-20 00:00:00,ENTERO,RETAIL,United states,C20-35,17353.6,3.2413500000000006,Camanchaca,3,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
49,2021-01-20 00:00:00,ENTERO,RETAIL,United states,C20-35,17353.6,1.4700000000000002,Camanchaca,3,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
50,2021-01-20 00:00:00,CARNE,GRANEL,Federacion rusa,C200-300,24000.0,3.199999999999996,Camanchaca,3,,1,2021,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.199999999999996,76799.99999999991,3.199999999999996
51,2021-01-20 00:00:00,CARNE,GRANEL,Federacion rusa,C300-500,24000.0,3.0,Camanchaca,3,,1,2021,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.0,72000.0,3.0
52,2021-01-20 00:00:00,ENTERO,RETAIL,United states,C20-35,17353.6,3.24,Camanchaca,3,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
53,2021-01-20 00:00:00,ENTERO,SIN SALSA,Japon,C50-70,15950.0,2.4,Camanchaca,3,,1,2021,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.4,38280.0,2.4
54,2021-01-21 00:00:00,ENTERO,SIN SALSA,España,C60-80,12000.0,1.9,Camanchaca,3,,1,2021,Europa,España,España,Otros europa,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.9,22800.0,1.9
55,2021-01-21 00:00:00,ENTERO,SIN SALSA,United states,C20-35,13238.64,2.2490999999999994,Camanchaca,3,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.2490999999999994,29775.02522399999,2.2490999999999994
56,2021-01-21 00:00:00,CARNE,GRANEL,Federacion rusa,C200-300,24000.0,3.1999999999999957,Camanchaca,3,,1,2021,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.1999999999999957,76799.9999999999,3.1999999999999957
57,2021-01-21 00:00:00,CARNE,GRANEL,España,C100-200,4000.0,3.399999999999999,Camanchaca,3,,1,2021,Europa,España,España,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.399999999999999,13599.999999999996,3.399999999999999
58,2021-01-21 00:00:00,CARNE,RETAIL,United states,C200-300,3637.102,3.9690000000000003,Camanchaca,3,,1,2021,America,America,America,America,CARNE RETAIL,CARNERETAIL,0.0,0.0,3.9690000000000003,14435.657838000001,3.9690000000000003
59,2021-01-21 00:00:00,ENTERO,SIN SALSA,United states,C20-35,13238.64,2.25,Camanchaca,3,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.25,29786.94,2.25
60,2021-01-21 00:00:00,CARNE,RETAIL,United states,C200-300,3637.102,3.97,Camanchaca,3,,1,2021,America,America,America,America,CARNE RETAIL,CARNERETAIL,0.0,0.0,3.97,14439.29494,3.97
61,2021-01-21 00:00:00,ENTERO,SIN SALSA,United states,C20-35,13238.64,1.0199999999999998,Camanchaca,3,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.0199999999999998,13503.412799999996,1.0199999999999998
62,2021-01-21 00:00:00,CARNE,RETAIL,United states,C200-300,3637.102,1.8,Camanchaca,3,,1,2021,America,America,America,America,CARNE RETAIL,CARNERETAIL,0.0,0.0,1.8,6546.7836,1.8
63,2021-01-21 00:00:00,CARNE,GRANEL,España,C200-300,5000.0,3.1499999999999995,Camanchaca,3,,1,2021,Europa,España,España,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.1499999999999995,15749.999999999998,3.1499999999999995
64,2021-01-23 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,1.98,Camanchaca,3,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.98,36964.62,1.98
65,2021-01-23 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,1.9845000000000002,Camanchaca,3,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.9845000000000002,37048.6305,1.9845000000000002
66,2021-01-23 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,0.9,Camanchaca,3,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9,16802.100000000002,0.9
67,2021-01-25 00:00:00,ENTERO,RETAIL,United states,C20-35,15583.59,2.4255,Camanchaca,4,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
68,2021-01-25 00:00:00,ENTERO,SIN SALSA,Mexico,C20-35,19200.0,2.0,Camanchaca,4,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0,38400.0,2.0
69,2021-01-25 00:00:00,ENTERO,RETAIL,United states,C20-35,15583.59,2.43,Camanchaca,4,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
70,2021-01-25 00:00:00,ENTERO,RETAIL,United states,C20-35,15583.59,1.0999999999999999,Camanchaca,4,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
71,2021-01-26 00:00:00,ENTERO,SIN SALSA,United states,C20-35,17978.4,2.09,Camanchaca,4,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.09,37574.856,2.09
72,2021-01-26 00:00:00,ENTERO,SIN SALSA,Mexico,C20-35,2500.0,2.0,Camanchaca,4,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0,5000.0,2.0
73,2021-01-26 00:00:00,ENTERO,SIN SALSA,United states,C20-35,17978.4,2.0947500000000003,Camanchaca,4,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0947500000000003,37660.25340000001,2.0947500000000003
74,2021-01-26 00:00:00,ENTERO,SIN SALSA,United states,C20-35,17978.4,0.9500000000000001,Camanchaca,4,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9500000000000001,17079.480000000003,0.9500000000000001
75,2021-01-26 00:00:00,ENTERO,RETAIL,United states,C20-35,17353.6,1.4700000000000002,Camanchaca,4,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
76,2021-01-26 00:00:00,ENTERO,RETAIL,United states,C20-35,17353.6,3.2413500000000006,Camanchaca,4,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
77,2021-01-26 00:00:00,ENTERO,RETAIL,United states,C20-35,17353.6,3.24,Camanchaca,4,,1,2021,America,America,America,America,,ENTERORETAIL,,,,,
78,2021-01-28 00:00:00,CARNE,GRANEL,Grecia,C100-200,16800.0,3.3000000000000025,Camanchaca,4,,1,2021,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.3000000000000025,55440.000000000044,3.3000000000000025
79,2021-01-28 00:00:00,ENTERO,SIN SALSA,Costa rica,C20-35,11700.0,2.0,Camanchaca,4,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0,23400.0,2.0
80,2021-01-28 00:00:00,CARNE,GRANEL,Grecia,C200-300,3600.0,3.100000000000001,Camanchaca,4,,1,2021,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.100000000000001,11160.000000000004,3.100000000000001
81,2021-01-28 00:00:00,CARNE,GRANEL,Alemania,C300-500,12000.0,3.1499999999999995,Camanchaca,4,,1,2021,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.1499999999999995,37799.99999999999,3.1499999999999995
82,2021-01-28 00:00:00,CARNE,GRANEL,Grecia,C0,3600.0,2.4000000000000017,Camanchaca,4,,1,2021,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.4000000000000017,8640.000000000005,2.4000000000000017
83,2021-01-29 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,2.00655,Camanchaca,4,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.00655,37460.28195,2.00655
84,2021-01-29 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,0.9099999999999999,Camanchaca,4,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9099999999999999,16988.789999999997,0.9099999999999999
85,2021-01-29 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,2.01,Camanchaca,4,,1,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.01,37524.689999999995,2.01
86,2021-01-29 00:00:00,ENTERO,RETAIL,Hong kong,C20-35,5076.0,3.2000000000000006,Camanchaca,4,,1,2021,Asia,Asia,Asia,Asia,,ENTERORETAIL,,,,,
87,2021-01-29 00:00:00,ENTERO,SIN SALSA,Hong kong,C40-60,11370.0,2.1,Camanchaca,4,,1,2021,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.1,23877.0,2.1
88,2021-02-01 00:00:00,ENTERO,SIN SALSA,Japon,C50-70,15950.0,2.4,Camanchaca,5,,2,2021,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.4,38280.0,2.4
89,2021-02-01 00:00:00,ENTERO,SIN SALSA,Federacion rusa,C40-60,11000.0,2.05,Camanchaca,5,,2,2021,Uee,Rusia,Uee,Rusia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.05,22549.999999999996,2.05
90,2021-02-01 00:00:00,CARNE,GRANEL,Federacion rusa,C200-300,11000.0,3.25,Camanchaca,5,,2,2021,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.25,35750.0,3.25
91,2021-02-02 00:00:00,ENTERO,SIN SALSA,Singapur,C20-35,17978.4,2.15,Camanchaca,5,,2,2021,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.15,38653.560000000005,2.15
92,2021-02-03 00:00:00,ENTERO,SIN SALSA,Hong kong,C20-35,5620.52,2.2,Camanchaca,5,,2,2021,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.2,12365.144000000002,2.2
93,2021-02-03 00:00:00,CARNE,GRANEL,Federacion rusa,C100-200,8000.0,3.4000000000000035,Camanchaca,5,,2,2021,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.4000000000000035,27200.00000000003,3.4000000000000035
94,2021-02-03 00:00:00,CARNE,GRANEL,Federacion rusa,C200-300,16000.0,3.1999999999999953,Camanchaca,5,,2,2021,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.1999999999999953,51199.99999999993,3.1999999999999953
95,2021-02-03 00:00:00,ENTERO,RETAIL,Hong kong,C20-35,10827.9,3.25,Camanchaca,5,,2,2021,Asia,Asia,Asia,Asia,,ENTERORETAIL,,,,,
96,2021-02-03 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18326.1,2.0065500000000003,Camanchaca,5,,2,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0065500000000003,36772.235955000004,2.0065500000000003
97,2021-02-04 00:00:00,CARNE,GRANEL,Reino unido,C100-200,14000.0,3.3499999999999965,Camanchaca,5,,2,2021,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.3499999999999965,46899.99999999995,3.3499999999999965
98,2021-02-04 00:00:00,CARNE,GRANEL,Reino unido,C200-300,10000.0,3.2000000000000015,Camanchaca,5,,2,2021,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.2000000000000015,32000.000000000015,3.2000000000000015
99,2021-02-05 00:00:00,ENTERO,SIN SALSA,United states,C20-35,17510.78,2.09,Camanchaca,5,,2,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.09,36597.530199999994,2.09
100,2021-02-05 00:00:00,ENTERO,RETAIL,United states,C20-35,28602.0,3.24,Camanchaca,5,,2,2021,America,America,America,America,,ENTERORETAIL,,,,,
101,2021-02-05 00:00:00,CARNE,GRANEL,España,C200-300,4700.0,2.8999999999999995,Camanchaca,5,,2,2021,Europa,España,España,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.8999999999999995,13629.999999999998,2.8999999999999995
102,2021-02-05 00:00:00,ENTERO,SIN SALSA,United states,C20-35,17510.78,0.9500000000000001,Camanchaca,5,,2,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9500000000000001,16635.241,0.9500000000000001
103,2021-02-05 00:00:00,ENTERO,RETAIL,United states,C20-35,28602.0,1.47,Camanchaca,5,,2,2021,America,America,America,America,,ENTERORETAIL,,,,,
104,2021-02-05 00:00:00,CARNE,GRANEL,España,C300-500,6200.0,2.6999999999999997,Camanchaca,5,,2,2021,Europa,España,España,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.6999999999999997,16740.0,2.6999999999999997
105,2021-02-05 00:00:00,CARNE,GRANEL,Bosnia-herz.,C200-300,19500.0,3.1299999999999977,Camanchaca,5,,2,2021,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.1299999999999977,61034.999999999956,3.1299999999999977
106,2021-02-05 00:00:00,CARNE,GRANEL,Bosnia-herz.,C100-200,1500.0,3.399999999999999,Camanchaca,5,,2,2021,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.399999999999999,5099.999999999998,3.399999999999999
107,2021-02-05 00:00:00,ENTERO,SIN SALSA,United states,C20-35,17510.78,2.0947500000000003,Camanchaca,5,,2,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0947500000000003,36680.706405000004,2.0947500000000003
108,2021-02-05 00:00:00,ENTERO,RETAIL,United states,C20-35,28602.0,3.24135,Camanchaca,5,,2,2021,America,America,America,America,,ENTERORETAIL,,,,,
109,2021-02-05 00:00:00,ENTERO,SIN SALSA,Bosnia-herz.,C60-80,400.0,2.0,Camanchaca,5,,2,2021,Europa,Otros europa,Otros europa,Otros europa,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0,800.0,2.0
110,2021-02-05 00:00:00,CARNE,GRANEL,España,C100-200,8650.0,3.200000000000001,Camanchaca,5,,2,2021,Europa,España,España,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.200000000000001,27680.00000000001,3.200000000000001
111,2021-02-05 00:00:00,CARNE,GRANEL,España,C500-UP,400.0,2.5,Camanchaca,5,,2,2021,Europa,España,España,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.5,1000.0,2.5
112,2021-02-05 00:00:00,CARNE,GRANEL,España,C0,2430.0,2.3,Camanchaca,5,,2,2021,Europa,España,España,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.3,5589.0,2.3
113,2021-02-08 00:00:00,ENTERO,SIN SALSA,Japon,C50-70,15950.0,2.4,Camanchaca,6,,2,2021,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.4,38280.0,2.4
114,2021-02-08 00:00:00,ENTERO,SIN SALSA,Mexico,C20-35,2000.0,2.0,Camanchaca,6,,2,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0,4000.0,2.0
115,2021-02-09 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,2.01,Camanchaca,6,,2,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.01,37524.689999999995,2.01
116,2021-02-09 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,0.91,Camanchaca,6,,2,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.91,16988.79,0.91
117,2021-02-09 00:00:00,ENTERO,SIN SALSA,United states,C20-35,18669.0,2.0065500000000003,Camanchaca,6,,2,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0065500000000003,37460.281950000004,2.0065500000000003
118,2021-02-10 00:00:00,ENTERO,SIN SALSA,United states,C20-35,17978.4,2.205,Camanchaca,6,,2,2021,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.205,39642.372,2.205
